,Class,Text,text_message,word_tokens,stemmed,final_text,labels
3215,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a Ã¥Â£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,urgent we are trying to contact u todays draw shows that you have won a ã¥â£2000 prize guaranteed call 09066358361 from land line claim y87 valid 12hrs only,"['urgent', 'we', 'are', 'trying', 'to', 'contact', 'u', 'todays', 'draw', 'shows', 'that', 'you', 'have', 'won', 'a', 'ã¥â£2000', 'prize', 'guaranteed', 'call', '09066358361', 'from', 'land', 'line', 'claim', 'y87', 'valid', '12hrs', 'only']","['urgent', 'we', 'are', 'tri', 'to', 'contact', 'u', 'today', 'draw', 'show', 'that', 'you', 'have', 'won', 'a', 'ã¥â£2000', 'prize', 'guarante', 'call', '09066358361', 'from', 'land', 'line', 'claim', 'y87', 'valid', '12hr', 'onli']",urgent we are tri to contact today draw show that you have won ã¥â£2000 prize guarante call 09066358361 from land line claim y87 valid 12hr onli,1
3216,ham,Come to mahal bus stop.. &lt;DECIMAL&gt;,come to mahal bus stop ltdecimalgt,"['come', 'to', 'mahal', 'bus', 'stop', 'ltdecimalgt']","['come', 'to', 'mahal', 'bu', 'stop', 'ltdecimalgt']",come to mahal bu stop ltdecimalgt,0
3217,ham,Don know:)this week i'm going to tirunelvai da.,don knowthis week im going to tirunelvai da,"['don', 'knowthis', 'week', 'im', 'going', 'to', 'tirunelvai', 'da']","['don', 'knowthi', 'week', 'im', 'go', 'to', 'tirunelvai', 'da']",don knowthi week im go to tirunelvai da,0
3218,ham,Me too baby! I promise to treat you well! I bet you will take good care of me...,me too baby i promise to treat you well i bet you will take good care of me,"['me', 'too', 'baby', 'i', 'promise', 'to', 'treat', 'you', 'well', 'i', 'bet', 'you', 'will', 'take', 'good', 'care', 'of', 'me']","['me', 'too', 'babi', 'i', 'promis', 'to', 'treat', 'you', 'well', 'i', 'bet', 'you', 'will', 'take', 'good', 'care', 'of', 'me']",me too babi promis to treat you well bet you will take good care of me,0
3219,ham,Its like that hotel dusk game i think. You solve puzzles in a area thing,its like that hotel dusk game i think you solve puzzles in a area thing,"['its', 'like', 'that', 'hotel', 'dusk', 'game', 'i', 'think', 'you', 'solve', 'puzzles', 'in', 'a', 'area', 'thing']","['it', 'like', 'that', 'hotel', 'dusk', 'game', 'i', 'think', 'you', 'solv', 'puzzl', 'in', 'a', 'area', 'thing']",it like that hotel dusk game think you solv puzzl in area thing,0
3220,spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",thanks for your ringtone order reference number x29 your mobile will be charged 450 should your tone not arrive please call customer services 09065989180,"['thanks', 'for', 'your', 'ringtone', 'order', 'reference', 'number', 'x29', 'your', 'mobile', 'will', 'be', 'charged', '450', 'should', 'your', 'tone', 'not', 'arrive', 'please', 'call', 'customer', 'services', '09065989180']","['thank', 'for', 'your', 'rington', 'order', 'refer', 'number', 'x29', 'your', 'mobil', 'will', 'be', 'charg', '450', 'should', 'your', 'tone', 'not', 'arriv', 'pleas', 'call', 'custom', 'servic', '09065989180']",thank for your rington order refer number x29 your mobil will be charg 450 should your tone not arriv pleas call custom servic 09065989180,1
3221,ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",hi my love how goes that day fuck this morning i woke and dropped my cell on the way down the stairs but it seems alright  phews i miss you ,"['hi', 'my', 'love', 'how', 'goes', 'that', 'day', 'fuck', 'this', 'morning', 'i', 'woke', 'and', 'dropped', 'my', 'cell', 'on', 'the', 'way', 'down', 'the', 'stairs', 'but', 'it', 'seems', 'alright', '', 'phews', 'i', 'miss', 'you', '']","['hi', 'my', 'love', 'how', 'goe', 'that', 'day', 'fuck', 'thi', 'morn', 'i', 'woke', 'and', 'drop', 'my', 'cell', 'on', 'the', 'way', 'down', 'the', 'stair', 'but', 'it', 'seem', 'alright', '', 'phew', 'i', 'miss', 'you', '']",hi my love how goe that day fuck thi morn woke and drop my cell on the way down the stair but it seem alright phew miss you,0
3222,ham,Well that must be a pain to catch,well that must be a pain to catch,"['well', 'that', 'must', 'be', 'a', 'pain', 'to', 'catch']","['well', 'that', 'must', 'be', 'a', 'pain', 'to', 'catch']",well that must be pain to catch,0
3223,ham,Sorry da thangam.it's my mistake.,sorry da thangamits my mistake,"['sorry', 'da', 'thangamits', 'my', 'mistake']","['sorri', 'da', 'thangamit', 'my', 'mistak']",sorri da thangamit my mistak,0
3224,ham,I need... Coz i never go before ,i need coz i never go before,"['i', 'need', 'coz', 'i', 'never', 'go', 'before']","['i', 'need', 'coz', 'i', 'never', 'go', 'befor']",need coz never go befor,0
3225,ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",rose for redred for bloodblood for heartheart for u but u for me send tis to all ur friends including me if u like me if u get back 1u r poor in relation 2u need some 1 to support 3u r frnd 2 many 4some1 luvs u 5 some1 is praying god to marry u try it,"['rose', 'for', 'redred', 'for', 'bloodblood', 'for', 'heartheart', 'for', 'u', 'but', 'u', 'for', 'me', 'send', 'tis', 'to', 'all', 'ur', 'friends', 'including', 'me', 'if', 'u', 'like', 'me', 'if', 'u', 'get', 'back', '1u', 'r', 'poor', 'in', 'relation', '2u', 'need', 'some', '1', 'to', 'support', '3u', 'r', 'frnd', '2', 'many', '4some1', 'luvs', 'u', '5', 'some1', 'is', 'praying', 'god', 'to', 'marry', 'u', 'try', 'it']","['rose', 'for', 'redr', 'for', 'bloodblood', 'for', 'heartheart', 'for', 'u', 'but', 'u', 'for', 'me', 'send', 'ti', 'to', 'all', 'ur', 'friend', 'includ', 'me', 'if', 'u', 'like', 'me', 'if', 'u', 'get', 'back', '1u', 'r', 'poor', 'in', 'relat', '2u', 'need', 'some', '1', 'to', 'support', '3u', 'r', 'frnd', '2', 'mani', '4some1', 'luv', 'u', '5', 'some1', 'is', 'pray', 'god', 'to', 'marri', 'u', 'tri', 'it']",rose for redr for bloodblood for heartheart for but for me send ti to all ur friend includ me if like me if get back 1u poor in relat 2u need some to support 3u frnd mani 4some1 luv some1 is pray god to marri tri it,0
3226,ham,Wife.how she knew the time of murder exactly,wifehow she knew the time of murder exactly,"['wifehow', 'she', 'knew', 'the', 'time', 'of', 'murder', 'exactly']","['wifehow', 'she', 'knew', 'the', 'time', 'of', 'murder', 'exactli']",wifehow she knew the time of murder exactli,0
3227,spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",six chances to win cash from 100 to 20000 pounds txt csh11 and send to 87575 cost 150pday 6days 16 tsandcs apply reply hl 4 info,"['six', 'chances', 'to', 'win', 'cash', 'from', '100', 'to', '20000', 'pounds', 'txt', 'csh11', 'and', 'send', 'to', '87575', 'cost', '150pday', '6days', '16', 'tsandcs', 'apply', 'reply', 'hl', '4', 'info']","['six', 'chanc', 'to', 'win', 'cash', 'from', '100', 'to', '20000', 'pound', 'txt', 'csh11', 'and', 'send', 'to', '87575', 'cost', '150pday', '6day', '16', 'tsandc', 'appli', 'repli', 'hl', '4', 'info']",six chanc to win cash from 100 to 20000 pound txt csh11 and send to 87575 cost 150pday 6day 16 tsandc appli repli hl info,1
3228,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,ur cashbalance is currently 500 pounds  to maximize ur cashin now send collect to 83600 only 150pmsg cc 08718720201 po box 11414 tcrw1,"['ur', 'cashbalance', 'is', 'currently', '500', 'pounds', '', 'to', 'maximize', 'ur', 'cashin', 'now', 'send', 'collect', 'to', '83600', 'only', '150pmsg', 'cc', '08718720201', 'po', 'box', '11414', 'tcrw1']","['ur', 'cashbal', 'is', 'current', '500', 'pound', '', 'to', 'maxim', 'ur', 'cashin', 'now', 'send', 'collect', 'to', '83600', 'onli', '150pmsg', 'cc', '08718720201', 'po', 'box', '11414', 'tcrw1']",ur cashbal is current 500 pound to maxim ur cashin now send collect to 83600 onli 150pmsg cc 08718720201 po box 11414 tcrw1,1
3229,ham,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",i feel like a dick because i keep sleeping through your texts and facebook messages sup you in town,"['i', 'feel', 'like', 'a', 'dick', 'because', 'i', 'keep', 'sleeping', 'through', 'your', 'texts', 'and', 'facebook', 'messages', 'sup', 'you', 'in', 'town']","['i', 'feel', 'like', 'a', 'dick', 'becaus', 'i', 'keep', 'sleep', 'through', 'your', 'text', 'and', 'facebook', 'messag', 'sup', 'you', 'in', 'town']",feel like dick becaus keep sleep through your text and facebook messag sup you in town,0
3230,ham,No plm i will come da. On the way.,no plm i will come da on the way,"['no', 'plm', 'i', 'will', 'come', 'da', 'on', 'the', 'way']","['no', 'plm', 'i', 'will', 'come', 'da', 'on', 'the', 'way']",no plm will come da on the way,0
3231,ham,Guess he wants alone time. We could just show up and watch when they do..,guess he wants alone time we could just show up and watch when they do,"['guess', 'he', 'wants', 'alone', 'time', 'we', 'could', 'just', 'show', 'up', 'and', 'watch', 'when', 'they', 'do']","['guess', 'he', 'want', 'alon', 'time', 'we', 'could', 'just', 'show', 'up', 'and', 'watch', 'when', 'they', 'do']",guess he want alon time we could just show up and watch when they do,0
3232,ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),height of recycling read twice people spend time for earning money and the same money is spent for spending time good morning keep smiling,"['height', 'of', 'recycling', 'read', 'twice', 'people', 'spend', 'time', 'for', 'earning', 'money', 'and', 'the', 'same', 'money', 'is', 'spent', 'for', 'spending', 'time', 'good', 'morning', 'keep', 'smiling']","['height', 'of', 'recycl', 'read', 'twice', 'peopl', 'spend', 'time', 'for', 'earn', 'money', 'and', 'the', 'same', 'money', 'is', 'spent', 'for', 'spend', 'time', 'good', 'morn', 'keep', 'smile']",height of recycl read twice peopl spend time for earn money and the same money is spent for spend time good morn keep smile,0
3233,ham,Yup Ã_ not comin :-(,yup ã not comin ,"['yup', 'ã\x8c', 'not', 'comin', '']","['yup', 'ã\x8c', 'not', 'comin', '']",yup ã not comin,0
3234,ham,"Yes, princess. Toledo.",yes princess toledo,"['yes', 'princess', 'toledo']","['ye', 'princess', 'toledo']",ye princess toledo,0
3235,ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",aight text me when youre back at mu and ill swing by need somebody to get the door for me,"['aight', 'text', 'me', 'when', 'youre', 'back', 'at', 'mu', 'and', 'ill', 'swing', 'by', 'need', 'somebody', 'to', 'get', 'the', 'door', 'for', 'me']","['aight', 'text', 'me', 'when', 'your', 'back', 'at', 'mu', 'and', 'ill', 'swing', 'by', 'need', 'somebodi', 'to', 'get', 'the', 'door', 'for', 'me']",aight text me when your back at mu and ill swing by need somebodi to get the door for me,0
3236,ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,ron say fri leh n he said ding tai feng cant make reservations but he said wait lor,"['ron', 'say', 'fri', 'leh', 'n', 'he', 'said', 'ding', 'tai', 'feng', 'cant', 'make', 'reservations', 'but', 'he', 'said', 'wait', 'lor']","['ron', 'say', 'fri', 'leh', 'n', 'he', 'said', 'ding', 'tai', 'feng', 'cant', 'make', 'reserv', 'but', 'he', 'said', 'wait', 'lor']",ron say fri leh he said ding tai feng cant make reserv but he said wait lor,0
3237,ham,Good. No swimsuit allowed :),good no swimsuit allowed ,"['good', 'no', 'swimsuit', 'allowed', '']","['good', 'no', 'swimsuit', 'allow', '']",good no swimsuit allow,0
3238,ham,Am okay. Will soon be over. All the best,am okay will soon be over all the best,"['am', 'okay', 'will', 'soon', 'be', 'over', 'all', 'the', 'best']","['am', 'okay', 'will', 'soon', 'be', 'over', 'all', 'the', 'best']",am okay will soon be over all the best,0
3239,ham,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd,a cute thought for friendship its not necessary to share every secret with ur close frnd but watever u shared should be true,"['a', 'cute', 'thought', 'for', 'friendship', 'its', 'not', 'necessary', 'to', 'share', 'every', 'secret', 'with', 'ur', 'close', 'frnd', 'but', 'watever', 'u', 'shared', 'should', 'be', 'true']","['a', 'cute', 'thought', 'for', 'friendship', 'it', 'not', 'necessari', 'to', 'share', 'everi', 'secret', 'with', 'ur', 'close', 'frnd', 'but', 'watev', 'u', 'share', 'should', 'be', 'true']",cute thought for friendship it not necessari to share everi secret with ur close frnd but watev share should be true,0
3240,ham,Ok i've sent u da latest version of da project.,ok ive sent u da latest version of da project,"['ok', 'ive', 'sent', 'u', 'da', 'latest', 'version', 'of', 'da', 'project']","['ok', 'ive', 'sent', 'u', 'da', 'latest', 'version', 'of', 'da', 'project']",ok ive sent da latest version of da project,0
3241,ham,Good Morning my Dear........... Have a great &amp; successful day.,good morning my dear have a great amp successful day,"['good', 'morning', 'my', 'dear', 'have', 'a', 'great', 'amp', 'successful', 'day']","['good', 'morn', 'my', 'dear', 'have', 'a', 'great', 'amp', 'success', 'day']",good morn my dear have great amp success day,0
3242,ham,Pls accept me for one day. Or am begging you change the number.,pls accept me for one day or am begging you change the number,"['pls', 'accept', 'me', 'for', 'one', 'day', 'or', 'am', 'begging', 'you', 'change', 'the', 'number']","['pl', 'accept', 'me', 'for', 'one', 'day', 'or', 'am', 'beg', 'you', 'chang', 'the', 'number']",pl accept me for one day or am beg you chang the number,0
3243,ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,squeeeeeze this is christmas hug if u lik my frndshp den hug me back if u get 3 u r cute 6 u r luvd 9 u r so lucky none people hate u,"['squeeeeeze', 'this', 'is', 'christmas', 'hug', 'if', 'u', 'lik', 'my', 'frndshp', 'den', 'hug', 'me', 'back', 'if', 'u', 'get', '3', 'u', 'r', 'cute', '6', 'u', 'r', 'luvd', '9', 'u', 'r', 'so', 'lucky', 'none', 'people', 'hate', 'u']","['squeeeeez', 'thi', 'is', 'christma', 'hug', 'if', 'u', 'lik', 'my', 'frndshp', 'den', 'hug', 'me', 'back', 'if', 'u', 'get', '3', 'u', 'r', 'cute', '6', 'u', 'r', 'luvd', '9', 'u', 'r', 'so', 'lucki', 'none', 'peopl', 'hate', 'u']",squeeeeez thi is christma hug if lik my frndshp den hug me back if get cute luvd so lucki none peopl hate,0
3244,ham,"Its ok, if anybody asks abt me, u tel them..:-P",its ok if anybody asks abt me u tel themp,"['its', 'ok', 'if', 'anybody', 'asks', 'abt', 'me', 'u', 'tel', 'themp']","['it', 'ok', 'if', 'anybodi', 'ask', 'abt', 'me', 'u', 'tel', 'themp']",it ok if anybodi ask abt me tel themp,0
3245,ham,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",funny fact nobody teaches volcanoes 2 erupt tsunamis 2 arise hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife natural disasters just happens,"['funny', 'fact', 'nobody', 'teaches', 'volcanoes', '2', 'erupt', 'tsunamis', '2', 'arise', 'hurricanes', '2', 'sway', 'aroundn', 'no', '1', 'teaches', 'hw', '2', 'choose', 'a', 'wife', 'natural', 'disasters', 'just', 'happens']","['funni', 'fact', 'nobodi', 'teach', 'volcano', '2', 'erupt', 'tsunami', '2', 'aris', 'hurrican', '2', 'sway', 'aroundn', 'no', '1', 'teach', 'hw', '2', 'choos', 'a', 'wife', 'natur', 'disast', 'just', 'happen']",funni fact nobodi teach volcano erupt tsunami aris hurrican sway aroundn no teach hw choos wife natur disast just happen,0
3246,ham,* You gonna ring this weekend or wot?, you gonna ring this weekend or wot,"['', 'you', 'gonna', 'ring', 'this', 'weekend', 'or', 'wot']","['', 'you', 'gonna', 'ring', 'thi', 'weekend', 'or', 'wot']",you gonna ring thi weekend or wot,0
3247,ham,Also track down any lighters you can find,also track down any lighters you can find,"['also', 'track', 'down', 'any', 'lighters', 'you', 'can', 'find']","['also', 'track', 'down', 'ani', 'lighter', 'you', 'can', 'find']",also track down ani lighter you can find,0
3248,ham,"Sorry, I can't help you on this.",sorry i cant help you on this,"['sorry', 'i', 'cant', 'help', 'you', 'on', 'this']","['sorri', 'i', 'cant', 'help', 'you', 'on', 'thi']",sorri cant help you on thi,0
3249,ham,"Babe, I need your advice",babe i need your advice,"['babe', 'i', 'need', 'your', 'advice']","['babe', 'i', 'need', 'your', 'advic']",babe need your advic,0
3250,ham,"Iâ°ÃÃ·ll leave around four, ok?",iâ°ãã·ll leave around four ok,"['iâ\x80°ã\x9bã·ll', 'leave', 'around', 'four', 'ok']","['iâ\x80°ã\x9bã·ll', 'leav', 'around', 'four', 'ok']",iâ°ãã·ll leav around four ok,0
